DateTime,Temperature,Pole1A,Pole1B,Pole2A,Pole2B,Pole3A,Pole3B,Pole4A,Pole4B,Pole5A,Pole5B,Pole6A,Pole6B,StockPole,PowerConsumption(kW-min),HTTP-ERR,HOST-IP
02/02/2020-09:31:32,29.075,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:32:32,29.1884,False,False,False,True,True,False,True,True,True,False,False,True,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:33:32,29.1884,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:34:32,29.1884,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:35:32,29.3,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:36:32,29.3,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:37:33,29.1884,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:38:32,29.1884,False,False,False,True,True,False,True,True,True,False,False,True,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:39:32,29.1884,False,False,True,True,True,False,True,True,True,False,False,True,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:42:35,29.4134,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:43:35,29.4134,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:44:35,29.525,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:45:35,29.4134,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:46:34,29.4134,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:48:19,29.4134,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:49:19,29.525,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:50:19,29.525,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:51:19,29.1884,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:52:18,29.4134,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:53:19,29.1884,False,False,False,True,True,False,True,True,True,False,False,True,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:54:18,29.1884,False,False,True,True,True,False,True,True,True,False,False,True,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:55:19,29.4134,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:56:19,29.525,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:57:18,29.525,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:58:19,29.3,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-09:59:19,29.3,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:00:19,29.525,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:01:19,29.6384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:02:18,29.75,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:03:19,29.75,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:04:19,29.6384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:05:19,29.6384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:06:19,29.75,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:07:18,29.8634,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:08:19,29.975,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:09:18,30.0884,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:10:19,29.975,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:11:19,30.0884,False,True,False,False,False,False,False,False,False,False,False,False,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:12:18,29.975,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:13:18,30.0884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:14:18,30.0884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:15:19,30.0884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:16:19,30.2,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:17:18,30.3134,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:18:18,30.3134,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:19:19,30.2,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:20:19,30.2,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:21:18,30.0884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:22:18,30.3134,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:23:18,30.425,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:24:19,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:25:19,30.7634,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:26:19,30.875,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:27:18,30.9884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:27:26,30.875,False,False,False,True,False,False,False,False,False,False,False,False,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:27:35,30.9884,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:28:19,30.9884,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:28:30,30.9884,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:29:19,30.875,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:30:19,30.9884,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:31:18,30.9884,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:32:18,31.2134,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:33:19,31.4384,False,False,True,True,True,False,False,False,False,False,False,False,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:34:19,31.4384,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:35:19,31.4384,False,True,False,True,True,False,False,False,False,False,False,False,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:36:19,31.55,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:37:18,31.6634,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:38:19,31.6634,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:39:19,31.6634,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:40:19,31.55,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:41:18,31.6634,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:42:18,31.6634,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:43:19,31.6634,False,False,False,True,True,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:50:18,31.8884,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:52:19,32.1116,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:53:19,32.0,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:54:19,31.8884,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:57:44,31.55,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:58:44,31.4384,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-10:59:45,31.325,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:00:44,31.6634,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:02:39,31.325,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:03:01,31.4384,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:03:22,31.325,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:04:22,31.4384,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:05:22,31.4384,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:05:37,31.325,False,False,False,True,True,False,True,True,True,False,False,True,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:05:55,31.4384,False,False,True,True,True,False,True,True,True,False,False,True,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:06:22,31.775,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:07:22,31.6634,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:08:22,31.55,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:09:22,31.8884,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:10:22,31.775,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:11:22,31.775,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:13:34,31.55,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:14:34,31.4384,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:15:34,31.325,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:16:34,31.325,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:17:33,31.55,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:18:34,31.6634,False,False,False,True,True,False,True,True,True,False,False,True,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:19:34,31.55,False,False,True,True,True,False,True,True,True,False,False,True,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:20:34,31.4384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:21:34,31.4384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:22:33,31.55,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:23:34,31.4384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:24:34,31.4384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:25:34,31.4384,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:26:34,31.325,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:27:33,31.2134,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:28:34,31.1,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:29:34,30.9884,False,True,True,True,True,False,True,True,True,False,False,False,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:30:34,30.9884,False,True,True,True,True,False,True,True,False,False,False,False,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:31:34,30.875,False,True,True,True,True,False,True,False,False,False,False,False,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:32:33,30.9884,False,True,True,True,True,False,False,False,False,False,False,False,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:33:33,30.875,False,True,True,True,False,False,False,False,False,False,False,False,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:34:34,30.5384,False,True,True,False,False,False,False,False,False,False,False,False,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:35:33,30.7634,False,True,False,False,False,False,False,False,False,False,False,False,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:36:34,30.7634,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:37:33,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:38:34,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:39:34,30.5384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:40:33,30.5384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:41:34,30.425,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:42:33,30.5384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:43:34,30.425,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:44:34,30.425,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:45:34,30.5384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:46:34,30.425,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:47:34,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:48:34,30.5384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:49:34,30.5384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:50:33,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:51:34,30.425,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:52:34,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:53:34,30.65,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:54:34,30.7634,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:55:33,30.875,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:56:34,31.1,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:57:33,31.2134,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:58:34,31.325,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-11:59:34,31.4384,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:00:34,31.325,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:01:34,31.6634,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:02:34,31.325,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:03:34,31.325,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:04:33,31.55,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:05:34,31.775,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:06:34,31.8884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:07:34,31.8884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:08:34,31.775,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:09:34,31.8884,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:10:34,31.6634,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:11:34,31.6634,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:12:34,31.775,False,False,False,False,False,False,False,False,False,False,False,False,True,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:13:34,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:15:34,31.8884,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:17:34,31.8884,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:22:40,32.45,False,False,False,False,False,False,False,False,False,False,False,True,True,0.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:23:40,32.225,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:24:40,32.1116,False,False,False,False,False,False,False,True,True,False,False,True,True,1.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:25:40,31.8884,False,False,False,False,False,False,True,True,True,False,False,True,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:26:39,31.775,False,False,False,False,True,False,True,True,True,False,False,True,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:27:40,31.775,False,False,False,True,True,False,True,True,True,False,False,True,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:28:40,31.6634,False,False,True,True,True,False,True,True,True,False,False,True,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:29:40,31.775,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:30:40,31.8884,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:31:39,31.8884,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:32:40,31.8884,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:33:40,31.8884,False,True,True,True,True,False,True,True,True,False,False,True,True,4.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:34:40,31.55,False,True,True,True,True,False,True,True,True,False,False,False,True,3.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:35:39,31.6634,False,True,True,True,True,False,True,True,False,False,False,False,True,3.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:36:39,31.55,False,True,True,True,True,False,True,False,False,False,False,False,True,2.5,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
02/02/2020-12:37:40,31.8884,False,True,True,True,True,False,False,False,False,False,False,False,True,2.0,False,-Heater2A-Heater3B-Heater4A-Heater5B-Heater6A
